Sample in Buffer,Sample in Window,TRIGGER,design_1_i/design_1_wrapper_0_bram_addr_0[31:0],design_1_i/fft_module_0_bram_addr[31:0],design_1_i/design_1_wrapper_0_fft_last_0,design_1_i/design_1_wrapper_0_fft_last_1,design_1_i/design_1_wrapper_0_fft_out_0[63:0],design_1_i/design_1_wrapper_0_fft_out_1[63:0],design_1_i/design_1_wrapper_0_fft_valid_0,design_1_i/design_1_wrapper_0_fft_valid_1,design_1_i/design_1_wrapper_0_tdata_0[31:0],design_1_i/design_1_wrapper_0_tdata_1[31:0],design_1_i/design_1_wrapper_0_tdata_valid_0,design_1_i/design_1_wrapper_0_tdata_valid_1,design_1_i/adc_buffer_0_Q1[13:0],design_1_i/adc_buffer_0_Q2[13:0],design_1_i/design_1_wrapper_0_event_data_in_channel_halt_0,design_1_i/design_1_wrapper_0_event_frame_started_0,design_1_i/design_1_wrapper_0_event_tlast_missing_0,design_1_i/design_1_wrapper_0_event_tlast_unexpected_0
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
170,170,0,000004d8,000004b0,0,0,c28f87b4c25f8864,42504c2ec2eb4564,1,1,42fa0000,43900000,1,1,017e,0108,0,0,0,0
171,171,0,000004e0,000004b8,0,0,c215389ac180fe48,41f6fe08c23859e8,1,1,43bf0000,42580000,1,1,0194,011b,0,0,0,0
172,172,0,000004e8,000004c0,0,0,c1f1bc98c2ba091d,42445208c384a95a,1,1,43ca0000,c3800000,1,1,00a6,002b,0,0,0,0
173,173,0,000004f0,000004c8,0,0,c1dd6fa0c28d1d28,422b560ac20c6d18,1,1,43260000,c3ce0000,1,1,3f68,3ef6,0,0,0,0
174,174,0,000004f8,000004d0,0,0,42811523c28234a8,42db510ec2c56d51,1,1,c3180000,c3948000,1,1,3ed0,3e62,0,0,0,0
175,175,0,00000500,000004d8,0,0,c21f21cc41f91704,c17cea50c254e0be,1,1,c3980000,41100000,1,1,3f52,3ee3,0,0,0,0
176,176,0,00000508,000004e0,0,0,41852ee840fcf6d0,c17b8a90c1f7ae94,1,1,c32e0000,43840000,1,1,008b,0013,0,0,0,0
177,177,0,00000510,000004e8,0,0,42a96ecec325458e,c238d338c08fc560,1,1,430b0000,438d8000,1,1,0183,0111,0,0,0,0
178,178,0,00000518,000004f0,0,0,41e6ca00c147f2a0,420bc6d6c2a19fae,1,1,43c18000,422c0000,1,1,018b,0115,0,0,0,0
179,179,0,00000520,000004f8,0,0,4287738dc1d60f70,42439e4ec2c1412f,1,1,43c58000,c3850000,1,1,0094,0022,0,0,0,0
180,180,0,00000528,00000500,0,0,c1e2fe64c2051d0e,41fe61f8c26ccabe,1,1,43140000,c3cf0000,1,1,3f60,3eea,0,0,0,0
181,181,0,00000530,00000508,0,0,3e66a00041c70ac0,42101fe041805ec4,1,1,c3200000,c38e8000,1,1,3ed3,3e5e,0,0,0,0
182,182,0,00000538,00000510,0,0,c1e1de14c1974f58,c235cd98c21a0764,1,1,c3968000,41980000,1,1,3f5e,3eea,0,0,0,0
183,183,0,00000540,00000518,0,0,c1f6bd54c2b96f81,40f10740c222397a,1,1,c3220000,43888000,1,1,0092,0020,0,0,0,0
184,184,0,00000548,00000520,0,0,426d3fbcc18792f4,c1f4d50cc2cf06c1,1,1,43120000,438a8000,1,1,018c,0115,0,0,0,0
185,185,0,00000550,00000528,0,0,c117b430c22ee960,c2c7f44dc2a7876e,1,1,43c60000,42080000,1,1,0186,0112,0,0,0,0
186,186,0,00000558,00000530,0,0,c27bb4e0c1f4940c,4182cef0420dc002,1,1,43c30000,c38b0000,1,1,008a,0016,0,0,0,0
187,187,0,00000560,00000538,0,0,bfe7e84040fd19d0,c1f28418c236c19e,1,1,430a0000,c3d10000,1,1,3f58,3ee7,0,0,0,0
188,188,0,00000568,00000540,0,0,c2a29579c29e49c2,40c42300c289cece,1,1,c3280000,c38b0000,1,1,3ed3,3e65,0,0,0,0
189,189,0,00000570,00000548,0,0,c11b8480c22fe9d0,42bd5045c2955236,1,1,c3968000,42000000,1,1,3f67,3ef6,0,0,0,0
190,190,0,00000578,00000550,0,0,c20e1ebc4148c1f0,418e86c4c3002bc3,1,1,c3190000,438a8000,1,1,009b,002a,0,0,0,0
191,191,0,00000580,00000558,0,0,4114e408c1abde58,c05cd7404136ce68,1,1,431b0000,43890000,1,1,018f,0118,0,0,0,0
192,192,0,00000588,00000560,0,0,40aa5100c19f3cc8,c187d238c2662da2,1,1,43c78000,41b00000,1,1,0181,010b,0,0,0,0
193,193,0,00000590,00000568,0,0,c27e214cc24944be,41a98378c27a46d8,1,1,43c08000,c38c8000,1,1,007f,000c,0,0,0,0
194,194,0,00000598,00000570,0,0,c207b04041c9bb28,c2386f8ac0755200,1,1,42fe0000,c3cd8000,1,1,3f4d,3eda,0,0,0,0
195,195,0,000005a0,00000578,0,0,41a407e4c2359d3e,41eb6a80c1acd6e8,1,1,c3330000,c3850000,1,1,3ed6,3e65,0,0,0,0
196,196,0,000005a8,00000580,0,0,41969ee4c288d2e1,4284fbc7c29f77b7,1,1,c3950000,42280000,1,1,3f6e,3efc,0,0,0,0
197,197,0,000005b0,00000588,0,0,419aecf442864454,c07e42c0c28d8fc2,1,1,c3120000,438c0000,1,1,00aa,0033,0,0,0,0
198,198,0,000005b8,00000590,0,0,424f9ce6c1f5d294,c29c6491c2d1465e,1,1,432a0000,43858000,1,1,0194,011e,0,0,0,0
199,199,0,000005c0,00000598,0,0,4254dbb8c227f044,c1127db0429ef832,1,1,43ca0000,41400000,1,1,017d,0106,0,0,0,0
200,200,0,000005c8,000005a0,0,0,42756852c1a2c924,c141bdf8c1fec4ac,1,1,43be8000,c3930000,1,1,0074,3fff,0,0,0,0
201,201,0,000005d0,000005a8,0,0,428df75b4279f6b2,4080a3b0c1d5d5a4,1,1,42e80000,c3cd8000,1,1,3f41,3ed2,0,0,0,0
202,202,0,000005d8,000005b0,0,0,4205afb8c27c8e58,c116d4404237b7a2,1,1,c33f0000,c3820000,1,1,3ed7,3e63,0,0,0,0
203,203,0,000005e0,000005b8,0,0,428c057941fb7684,c222a7be423e50b6,1,1,c3948000,424c0000,1,1,3f78,3f06,0,0,0,0
204,204,0,000005e8,000005c0,0,0,c12af4f8c2211b66,4265de9041dd880c,1,1,c3080000,438f0000,1,1,00b4,003f,0,0,0,0
205,205,0,000005f0,000005c8,0,0,42b339c5c1805a8c,c28f7ce7bff12980,1,1,43340000,43830000,1,1,019a,0123,0,0,0,0
206,206,0,000005f8,000005d0,0,0,41cd23c4c1c1de10,c1a5bdb8c23ac37c,1,1,43cd0000,bf800000,1,1,0177,0101,0,0,0,0
207,207,0,00000600,000005d8,0,0,41c03f7c41c41e4c,c2b1a77f40ab1df0,1,1,43bb8000,c3970000,1,1,006a,3ff5,0,0,0,0
208,208,0,00000608,000005e0,0,0,c2682290c1aa5670,40843620be9b7c00,1,1,42d40000,c3ce8000,1,1,3f3e,3ecc,0,0,0,0
209,209,0,00000610,000005e8,0,0,41604510c10ecb30,42189770c1896548,1,1,c3420000,c37a0000,1,1,3ed7,3e64,0,0,0,0
210,210,0,00000618,000005f0,0,0,c21467dec16b5700,3f9202404190ead8,1,1,c3948000,427c0000,1,1,3f85,3f10,0,0,0,0
211,211,0,00000620,000005f8,0,0,4272303ec20fa4d2,42161ee8c2bac88e,1,1,c2f60000,43918000,1,1,00c0,004b,0,0,0,0
212,212,0,00000628,00000600,0,0,c1a9e8fc42849dfe,42d361da41c7a918,1,1,43400000,43808000,1,1,019d,0123,0,0,0,0
213,213,0,00000630,00000608,0,0,405501c0c01bc3c0,c1ecfb14c2d93ba3,1,1,43ce8000,c1300000,1,1,0170,00fb,0,0,0,0
214,214,0,00000638,00000610,0,0,4207a99ec1f2a364,419c64b4c245ed42,1,1,43b80000,c39a0000,1,1,0061,3fe9,0,0,0,0
215,215,0,00000640,00000618,0,0,3ff944c0c2d98616,c1b77aecc2a68b89,1,1,42c20000,c3ce0000,1,1,3f35,3ec8,0,0,0,0
216,216,0,00000648,00000620,0,0,c252bb1c423883e8,c23d36da41c7097c,1,1,c34b0000,c3700000,1,1,3ed8,3e66,0,0,0,0
217,217,0,00000650,00000628,0,0,c0b07db040a0c910,41ad6e4cc277e672,1,1,c3940000,42960000,1,1,3f89,3f1a,0,0,0,0
218,218,0,00000658,00000630,0,0,c217f97cc1806ed0,41dd8f30c1207bb0,1,1,c2ee0000,43918000,1,1,00ce,0059,0,0,0,0
219,219,0,00000660,00000638,0,0,426d9704c1ac39c4,c232dba6c16449d8,1,1,434e0000,437b0000,1,1,019f,0129,0,0,0,0
220,220,0,00000668,00000640,0,0,4221f7a8c2432532,4218f240419e5f10,1,1,43cf8000,c1b80000,1,1,0167,00f6,0,0,0,0
221,221,0,00000670,00000648,0,0,41fa92a440c9fe30,42996e17422fde52,1,1,43b38000,c39c0000,1,1,0053,3fdd,0,0,0,0
222,222,0,00000678,00000650,0,0,c2a859e8c19fbc74,c1a2b6c8417f9048,1,1,42a60000,c3cd0000,1,1,3f2f,3eba,0,0,0,0
223,223,0,00000680,00000658,0,0,c1f81da8c2a874cb,417f0a38416951a8,1,1,c3510000,c3660000,1,1,3eda,3e67,0,0,0,0
224,224,0,00000688,00000660,0,0,c0de1690c19d1fb8,c164781042abf1c3,1,1,c3930000,42b20000,1,1,3f97,3f22,0,0,0,0
225,225,0,00000690,00000668,0,0,4232b7ca40b6b560,42802fb8c1ff4924,1,1,c2d20000,43948000,1,1,00d3,0061,0,0,0,0
226,226,0,00000698,00000670,0,0,420da9ec3f393d80,c1f91224c2698618,1,1,43530000,43760000,1,1,01a3,012b,0,0,0,0
227,227,0,000006a0,00000678,0,0,42be96be42908f09,c253e094c2a5e4e6,1,1,43d18000,c20c0000,1,1,015f,00ee,0,0,0,0
228,228,0,000006a8,00000680,0,0,c1e96c98412a0788,c1bf9fc0c21f14bc,1,1,43af8000,c3a30000,1,1,0048,3fd3,0,0,0,0
229,229,0,000006b0,00000688,0,0,426beb7e421d8d8e,c11321a0c1d06b7c,1,1,42900000,c3cc8000,1,1,3f29,3eb3,0,0,0,0
230,230,0,000006b8,00000690,0,0,421c2aec42462dda,c22232a8412cbbc0,1,1,c3570000,c35e0000,1,1,3ed8,3e6b,0,0,0,0
231,231,0,000006c0,00000698,0,0,4250051441aa1244,4253ecc642a867dd,1,1,c3940000,42c20000,1,1,3f9f,3f2c,0,0,0,0
232,232,0,000006c8,000006a0,0,0,40955180412d4448,c2022606c0f4ef30,1,1,c2c20000,43958000,1,1,00de,006f,0,0,0,0
233,233,0,000006d0,000006a8,0,0,c2555294425c1ea6,c087bdf0c0f2a040,1,1,435e0000,436e0000,1,1,01a2,012e,0,0,0,0
234,234,0,000006d8,000006b0,0,0,c21be54e422008a4,c27e0ef442189b52,1,1,43d10000,c2340000,1,1,0160,00e5,0,0,0,0
235,235,0,000006e0,000006b8,0,0,412c8f0041294f00,40f06a7042a4124e,1,1,43b00000,c3a68000,1,1,003e,3fcc,0,0,0,0
236,236,0,000006e8,000006c0,0,0,c0fb5b30c29b2346,42091d2e4210aac6,1,1,42780000,c3ca8000,1,1,3f20,3eaf,0,0,0,0
237,237,0,000006f0,000006c8,0,0,42701d1c40451ca0,41db4d80c1b84d00,1,1,c3600000,c3540000,1,1,3edd,3e6d,0,0,0,0
238,238,0,000006f8,000006d0,0,0,412de1f8c1f6a18c,c1f62c10c217880a,1,1,c3918000,42de0000,1,1,3fad,3f37,0,0,0,0
239,239,0,00000700,000006d8,0,0,c1f0b5c0c059d720,428fd72941ae27e0,1,1,c2a60000,43970000,1,1,00e7,0072,0,0,0,0
240,240,0,00000708,000006e0,0,0,c1b0b2c8426e610c,c1d26f78c2009560,1,1,43670000,43650000,1,1,01a6,012f,0,0,0,0
241,241,0,00000710,000006e8,0,0,42d8d65d42a53728,4216e85c41c39ddc,1,1,43d30000,c2500000,1,1,0158,00e5,0,0,0,0
242,242,0,00000718,000006f0,0,0,c2f0d7df40bc70c0,42bfc78fc157d6c8,1,1,43ac0000,c3a88000,1,1,0033,3fbb,0,0,0,0
243,243,0,00000720,000006f8,0,0,c23e6d96c06b6320,42212ed0c241c86e,1,1,424c0000,c3c98000,1,1,3f1a,3ea7,0,0,0,0
244,244,0,00000728,00000700,0,0,4292610442015388,c0baab304092dc30,1,1,c3660000,c3490000,1,1,3edc,3e72,0,0,0,0
245,245,0,00000730,00000708,0,0,41cf0da0420e1bea,c1b3222042969888,1,1,c3920000,42e40000,1,1,3fb1,3f41,0,0,0,0
246,246,0,00000738,00000710,0,0,c24351a842939586,c07df000c11c6678,1,1,c29e0000,43978000,1,1,00f5,007d,0,0,0,0
247,247,0,00000740,00000718,0,0,4110fe48c1bdee88,4121f8b8c0361660,1,1,43750000,43650000,1,1,01ad,012f,0,0,0,0
248,248,0,00000748,00000720,0,0,c186aefc41da29b8,c2c86fbfc1480df0,1,1,43d68000,c28a0000,1,1,0154,00d7,0,0,0,0
249,249,0,00000750,00000728,0,0,4298dce4c263e012,c18a694cc25b91be,1,1,43aa0000,c3ac8000,1,1,0027,3fb5,0,0,0,0
250,250,0,00000758,00000730,0,0,4239d83241bae5c4,c15966d8c26639e2,1,1,421c0000,c3c70000,1,1,3f11,3ea0,0,0,0,0
251,251,0,00000760,00000738,0,0,412d7148c215c344,c1212850c1bff9a4,1,1,c36f0000,c33f0000,1,1,3ee4,3e73,0,0,0,0
252,252,0,00000768,00000740,0,0,c0fdf550c20d6930,c184c5e842902dbe,1,1,c38e0000,42fa0000,1,1,3fbd,3f4a,0,0,0,0
253,253,0,00000770,00000748,0,0,c296e37e419d7ca0,c1816b444194da3c,1,1,c2860000,43978000,1,1,00fb,0087,0,0,0,0
254,254,0,00000778,00000750,0,0,41778158408c03a0,423cd0464229c1f8,1,1,437b0000,43570000,1,1,01aa,0131,0,0,0,0
255,255,0,00000780,00000758,0,0,413ce6c0c22e5790,42c2edb0c27157ca,1,1,43d50000,c2960000,1,1,0144,00cf,0,0,0,0
256,256,0,00000788,00000760,0,0,c2776b00c2458646,c29fec04c2566464,1,1,43a20000,c3b00000,1,1,0019,3fa5,0,0,0,0
257,257,0,00000790,00000768,0,0,411eb340418eea00,41ab8580c21ee3be,1,1,41c80000,c3c68000,1,1,3f0a,3e9a,0,0,0,0
258,258,0,00000798,00000770,0,0,4223f48cc254c9f0,40fd2510c22aa6f6,1,1,c3760000,c3360000,1,1,3ee7,3e76,0,0,0,0
259,259,0,000007a0,00000778,0,0,c1f90d0cc2626812,42542688c19ddf38,1,1,c38c8000,43070000,1,1,3fc5,3f59,0,0,0,0
260,260,0,000007a8,00000780,0,0,c2f4065ac2942bf3,4284f839c220add0,1,1,c26c0000,43988000,1,1,0104,0093,0,0,0,0
261,261,0,000007b0,00000788,0,0,c0dbd870c28a22b3,4248c13840ee8e70,1,1,43820000,434f0000,1,1,01aa,0139,0,0,0,0
262,262,0,000007b8,00000790,0,0,4200a254c139e6b0,c1c5ab944200c34a,1,1,43d50000,c2b60000,1,1,0139,00c9,0,0,0,0
263,263,0,000007c0,00000798,0,0,42ad1903426541ea,41f4e1f841158a80,1,1,439c8000,c3b30000,1,1,0011,3f99,0,0,0,0
264,264,0,000007c8,000007a0,0,0,c2ba7c95413dc918,41b3e440c28c95a0,1,1,41880000,c3c50000,1,1,3f02,3e94,0,0,0,0
265,265,0,000007d0,000007a8,0,0,c286daf742452dac,c17b3800c1afca58,1,1,c37e0000,c3270000,1,1,3eea,3e7a,0,0,0,0
266,266,0,000007d8,000007b0,0,0,c22bb11641f0ac14,c20e0216c2041e12,1,1,c38b0000,43130000,1,1,3fd6,3f5f,0,0,0,0
267,267,0,000007e0,000007b8,0,0,4227b290c1969bac,3f1bd400c202a596,1,1,c2280000,439c8000,1,1,010f,009a,0,0,0,0
268,268,0,000007e8,000007c0,0,0,c2079286412bfdc8,c1a9cc344245d14a,1,1,43878000,43490000,1,1,01a7,0136,0,0,0,0
269,269,0,000007f0,000007c8,0,0,c206c866c2d4b679,c2127ea4c3086e8b,1,1,43d38000,c2ce0000,1,1,0138,00be,0,0,0,0
270,270,0,000007f8,000007d0,0,0,c18a1aa4c113d3a8,4185ecc4c1f19e88,1,1,439c0000,c3b60000,1,1,0005,3f8f,0,0,0,0
271,271,0,00000800,000007d8,0,0,4198000041700000,41cfc5e03f2b1700,1,1,40a00000,c3c30000,1,1,3f00,3e8f,0,0,0,0
272,272,0,00000808,000007e0,0,0,41a4f8e040bd5f10,c1ded83041f2f308,1,1,c3800000,c3210000,1,1,3eef,3e7c,0,0,0,0
273,273,0,00000810,000007e8,0,0,c23bbdac41ebcdfc,c03ea0e0c1598470,1,1,c3888000,431a0000,1,1,3fdf,3f6f,0,0,0,0
274,274,0,00000818,000007f0,0,0,c2665c68c225902a,42a8f998c1e6aaa4,1,1,c2040000,439b0000,1,1,0116,00a4,0,0,0,0
275,275,0,00000820,000007f8,0,0,c25be93a41dbd5b4,c1a11704c1834464,1,1,438b0000,433e0000,1,1,01b1,0136,0,0,0,0
276,276,0,00000828,00000800,0,0,c0f2de70c249bf88,c21c0000c1b80000,1,1,43d88000,c2e20000,1,1,012b,00b4,0,0,0,0
277,277,0,00000830,00000808,0,0,c10eea10c155dcf0,c04ac8a0c2b677f2,1,1,43958000,c3b88000,1,1,3ff8,3f86,0,0,0,0
278,278,0,00000838,00000810,0,0,c2817bbac16afc38,41ee7870422658ec,1,1,c1000000,c3c20000,1,1,3efa,3e8a,0,0,0,0
279,279,0,00000840,00000818,0,0,c1b743b040bf4f70,41c2317cc00fd200,1,1,c3830000,c3110000,1,1,3ef1,3e83,0,0,0,0
280,280,0,00000848,00000820,0,0,c1526e50410109c0,40b126f0c21baa40,1,1,c3878000,43240000,1,1,3fed,3f75,0,0,0,0
281,281,0,00000850,00000828,0,0,c1fb95b0406023a0,4219a9c6c2b4c169,1,1,c1980000,439b0000,1,1,011f,00ab,0,0,0,0
282,282,0,00000858,00000830,0,0,4253b318c07d8b20,c073e0e042642398,1,1,438f8000,43340000,1,1,01af,0134,0,0,0,0
283,283,0,00000860,00000838,0,0,c1b0c98cc21bad46,41f75748c2b16ce8,1,1,43d78000,c2f40000,1,1,0123,00ad,0,0,0,0
284,284,0,00000868,00000840,0,0,c20250fe4119bd40,418efb5c40a829b0,1,1,43918000,c3bb0000,1,1,3fee,3f7b,0,0,0,0
285,285,0,00000870,00000848,0,0,3fe3c980c2477c4a,c25981e2c1f7830c,1,1,c1900000,c3be8000,1,1,3ef9,3e84,0,0,0,0
286,286,0,00000878,00000850,0,0,c199c470c1b503e8,41ae7b684294b7d6,1,1,c3838000,c30b0000,1,1,3ef8,3e86,0,0,0,0
287,287,0,00000880,00000858,0,0,422d750cbfd4c380,c2a13d27c1db4d88,1,1,c3840000,432b0000,1,1,3ff5,3f7f,0,0,0,0
288,288,0,00000888,00000860,0,0,c13b22504272e486,42276650c2130d00,1,1,c1300000,439a0000,1,1,0129,00b6,0,0,0,0
289,289,0,00000890,00000868,0,0,4244d7ee4210a8c6,c254636ec2808006,1,1,43948000,432d0000,1,1,01ab,0139,0,0,0,0
290,290,0,00000898,00000870,0,0,413a0b70c1191630,c1c8e5acc186bc3c,1,1,43d58000,c3050000,1,1,011d,00a4,0,0,0,0
291,291,0,000008a0,00000878,0,0,41a35f5c42aacf8e,c297562541d11694,1,1,438e8000,c3be0000,1,1,3fe5,3f73,0,0,0,0
292,292,0,000008a8,00000880,0,0,c24ced86c0bfbdd0,c2baf7294236709e,1,1,c1d80000,c3bd0000,1,1,3ef4,3e81,0,0,0,0
293,293,0,000008b0,00000888,0,0,c0b77b6042c1e294,42267266c2926a8e,1,1,c3860000,c3010000,1,1,3efb,3e89,0,0,0,0
294,294,0,000008b8,00000890,0,0,3f6bbf004277bcdc,42a40de3c20d0d92,1,1,c3828000,43360000,1,1,0001,3f8e,0,0,0,0
295,295,0,000008c0,00000898,0,0,c26d1b40c2003362,42d32a84c1d9a9a0,1,1,3f800000,439c8000,1,1,0133,00be,0,0,0,0
296,296,0,000008c8,000008a0,0,0,c252b1f6423b19a6,c230d8a442a99712,1,1,43998000,43240000,1,1,01ae,0133,0,0,0,0
297,297,0,000008d0,000008a8,0,0,c1b38e2cc101e4c8,c2229d1cc24c4e90,1,1,43d70000,c30d0000,1,1,010e,009d,0,0,0,0
298,298,0,000008d8,000008b0,0,0,41e895143f8f2840,c23f9c564093d0c0,1,1,43870000,c3bf8000,1,1,3fd6,3f68,0,0,0,0
299,299,0,000008e0,000008b8,0,0,c13480b0415484a0,414eb87841928c04,1,1,c2280000,c3bb8000,1,1,3eed,3e7c,0,0,0,0
300,300,0,000008e8,000008c0,0,0,c001142040701500,42b6873fc0be1190,1,1,c3898000,c2e40000,1,1,3f02,3e90,0,0,0,0
301,301,0,000008f0,000008c8,0,0,c2192a42c1942134,4226bd66c2cba546,1,1,c37e0000,433e0000,1,1,000b,3f95,0,0,0,0
302,302,0,000008f8,000008d0,0,0,424e7da8423b484a,c2832ddcc1980be4,1,1,41300000,43998000,1,1,0138,00c2,0,0,0,0
303,303,0,00000900,000008d8,0,0,3fe79240c23655ce,c1d22dacc2348ba0,1,1,439c0000,431d0000,1,1,01ab,0135,0,0,0,0
304,304,0,00000908,000008e0,0,0,41c16174c0730ec0,4253126ec2053914,1,1,43d58000,c3180000,1,1,010c,0097,0,0,0,0
305,305,0,00000910,000008e8,0,0,42267e20c1a78ec0,c12d6e6041d427bc,1,1,43860000,c3c20000,1,1,3fcb,3f5b,0,0,0,0
306,306,0,00000918,000008f0,0,0,c2d1b5fd40700820,c20727c2c1a6eba8,1,1,c2540000,c3b80000,1,1,3ee9,3e77,0,0,0,0
307,307,0,00000920,000008f8,0,0,3ff1c840c141c738,c2f235de40943f70,1,1,c38b8000,c2d60000,1,1,3f06,3e96,0,0,0,0
308,308,0,00000928,00000900,0,0,40f2bce04269303a,c24054cac224aff0,1,1,c37a0000,43420000,1,1,0015,3fa0,0,0,0,0
309,309,0,00000930,00000908,0,0,430affd4c0d4a830,42e601cc3fc62c00,1,1,41a80000,439a8000,1,1,0145,00cb,0,0,0,0
310,310,0,00000938,00000910,0,0,41532ad0c02c4ee0,4211f868c14bf010,1,1,43a28000,43170000,1,1,01a9,0133,0,0,0,0
311,311,0,00000940,00000918,0,0,41ceba8cc1418ea8,c1db2fa441b5a788,1,1,43d48000,c3250000,1,1,0101,008b,0,0,0,0
312,312,0,00000948,00000920,0,0,41f1113cc1bdb630,c17800b84141b108,1,1,43808000,c3c48000,1,1,3fc2,3f4f,0,0,0,0
313,313,0,00000950,00000928,0,0,4285197dc13dabb8,40dbc320c1444ad8,1,1,c2780000,c3b50000,1,1,3ee6,3e73,0,0,0,0
314,314,0,00000958,00000930,0,0,c29432554139af10,41e0920442020b50,1,1,c38d0000,c2c00000,1,1,3f10,3e9e,0,0,0,0
315,315,0,00000960,00000938,0,0,c182747cc1225680,c22afbea3faa3440,1,1,c3700000,434b0000,1,1,0021,3fb0,0,0,0,0
316,316,0,00000968,00000940,0,0,41ec08844144c9e0,c1a886b0c28819cc,1,1,42040000,43998000,1,1,0149,00d6,0,0,0,0
317,317,0,00000970,00000948,0,0,402aef40c291d942,c23d5baec282ad97,1,1,43a48000,430b0000,1,1,01a6,0132,0,0,0,0
318,318,0,00000978,00000950,0,0,c1d12b00c1800c04,41e939cc42aec098,1,1,43d30000,c3310000,1,1,00f5,0081,0,0,0,0
319,319,0,00000980,00000958,0,0,41f12460c1df626c,c1eeb9e84287b4cd,1,1,43750000,c3c68000,1,1,3fbb,3f45,0,0,0,0
320,320,0,00000988,00000960,0,0,c2d2f30441bee508,c2367ecac185ef94,1,1,c28a0000,c3b10000,1,1,3ee1,3e75,0,0,0,0
321,321,0,00000990,00000968,0,0,c13cfb20c12f8e20,4142187042450ec4,1,1,c38f8000,c2a00000,1,1,3f16,3ea2,0,0,0,0
322,322,0,00000998,00000970,0,0,409052d04219b2dc,c2729f4842110ddc,1,1,c36a0000,43560000,1,1,0031,3fb8,0,0,0,0
323,323,0,000009a0,00000978,0,0,429edeb7421e5df2,c25156d6c15efb30,1,1,42440000,43990000,1,1,0154,00dc,0,0,0,0
324,324,0,000009a8,00000980,0,0,c0904050c1df842c,3f4bfb0041b9e7d8,1,1,43aa0000,43010000,1,1,01a8,0131,0,0,0,0
325,325,0,000009b0,00000988,0,0,bfe98e40c2016b20,41f633d042509716,1,1,43d40000,c33b0000,1,1,00ea,0079,0,0,0,0
326,326,0,000009b8,00000990,0,0,c2641964418aa490,41061ef042793158,1,1,436a0000,c3c58000,1,1,3fad,3f3e,0,0,0,0
327,327,0,000009c0,00000998,0,0,42370f04429b0f76,c299355d3ee3c900,1,1,c2a60000,c3af0000,1,1,3edf,3e6e,0,0,0,0
328,328,0,000009c8,000009a0,0,0,c1c25810c28f26f4,420e5f944127aaa0,1,1,c3908000,c2900000,1,1,3f1a,3ea9,0,0,0,0
329,329,0,000009d0,000009a8,0,0,42a9f44d40c559a0,c1f52fcc416f6178,1,1,c3660000,435c0000,1,1,003a,3fc4,0,0,0,0
330,330,0,000009d8,000009b0,0,0,c1a98ba842057368,407228c0c2ac03a6,1,1,42680000,43988000,1,1,0159,00e3,0,0,0,0
331,331,0,000009e0,000009b8,0,0,4105ff10bfc83300,4198ec34c1f382cc,1,1,43ac8000,42f20000,1,1,01a9,012e,0,0,0,0
332,332,0,000009e8,000009c0,0,0,c0dc1d1042204b8e,41289bf0c18670bc,1,1,43d48000,c3420000,1,1,00e4,006b,0,0,0,0
333,333,0,000009f0,000009c8,0,0,c203f8a8428dcacf,bdf20400c145d470,1,1,43640000,c3c90000,1,1,3fa3,3f32,0,0,0,0
334,334,0,000009f8,000009d0,0,0,c1ae755c40adb9b0,c1aade8041784e08,1,1,c2ba0000,c3ab8000,1,1,3eda,3e69,0,0,0,0
335,335,0,00000a00,000009d8,0,0,c23c7e4a410c81b8,4217cd2ec2734892,1,1,c3930000,c2700000,1,1,3f22,3eb5,0,0,0,0
336,336,0,00000a08,000009e0,0,0,41b7bec0c18b7ed4,41aae258c1dee9bc,1,1,c35e0000,43630000,1,1,0044,3fd0,0,0,0,0
337,337,0,00000a10,000009e8,0,0,42669c26419459cc,c27acc84420fd4f4,1,1,42880000,43970000,1,1,0164,00e8,0,0,0,0
338,338,0,00000a18,000009f0,0,0,c277dd64c1566a40,423e6866400a66a0,1,1,43b20000,42d60000,1,1,01a2,012a,0,0,0,0
339,339,0,00000a20,000009f8,0,0,41877c084238ed3c,419a794c40f00150,1,1,43d10000,c34e0000,1,1,00da,0060,0,0,0,0
340,340,0,00000a28,00000a00,0,0,c22e2c8641959f10,420e322a4174d640,1,1,435a0000,c3cb8000,1,1,3f9a,3f27,0,0,0,0
341,341,0,00000a30,00000a08,0,0,42223766c12b6dc0,40dc0e80c1fe2ec0,1,1,c2cc0000,c3a58000,1,1,3edd,3e67,0,0,0,0
342,342,0,00000a38,00000a10,0,0,422e88aa41758870,4282421ac11e23f8,1,1,c3918000,c2400000,1,1,3f28,3eb6,0,0,0,0
343,343,0,00000a40,00000a18,0,0,424bf8d44230d41e,40666d0041685fc0,1,1,c3580000,43680000,1,1,004c,3fdf,0,0,0,0
344,344,0,00000a48,00000a20,0,0,40702e6041872174,40c5a350c134b430,1,1,42980000,43950000,1,1,0169,00f1,0,0,0,0
345,345,0,00000a50,00000a28,0,0,c28d42a2c19f25cc,42098da04220f38c,1,1,43b48000,42c00000,1,1,01a0,012a,0,0,0,0
346,346,0,00000a58,00000a30,0,0,421e6f72c14b0f90,4183f484c1acf140,1,1,43d00000,c3590000,1,1,00ca,0056,0,0,0,0
